"PMID","Title","abstract"
"17567727","Organic solvent exposure and hearing loss in a cohort of aluminium workers.","OBJECTIVES: Organic solvent exposure has been shown to cause hearing loss in animals and humans. Less is known about the risk of hearing loss due to solvent exposures typically found in US industry. The authors performed a retrospective cohort study to examine the relationship between solvent exposure and hearing loss in US aluminium industry workers.METHODS: A cohort of 1319 workers aged 35 years or less at inception was followed for 5 years. Linkage of employment, industrial hygiene and audiometric surveillance records allowed for estimation of noise and solvent exposures and hearing loss rates over the study period. Study subjects were classified as &quot;solvent exposed&quot; or not, on the basis of industrial hygiene records linked with individual job histories. High frequency hearing loss was modelled as both a continuous and a dichotomous outcome.RESULTS: Typical solvent exposures involved mixtures of xylene, toluene and/or methyl ethyl ketone (MEK). Recorded solvent exposure levels varied widely both within and between jobs. In a multivariate logistic model, risk factors for high frequency hearing loss included age (OR = 1.06, p = 0.004), hunting or shooting (OR = 1.35, p = 0.049), noisy hobbies (OR = 1.74, p = 0.01), baseline hearing level (OR = 1.04, p&lt;0.001) and solvent exposure (OR = 1.87, p = 0.004). A multivariate linear regression analysis similarly found significant associations between high frequency hearing loss and age (p&lt;0.001), hunting or shooting (p&lt;0.001), noisy hobbies (p = 0.03), solvent exposure (p&lt;0.001) and baseline hearing (p = 0.03).CONCLUSION: These results suggest that occupational exposure to organic solvent mixtures is a risk factor for high frequency hearing loss, although the data do not allow conclusions about dose-response relationships. Industries with solvent-exposed workers should include such workers in hearing conservation programs."
"17497600","[Asymmetrical hearing loss following symmetrical acute acoustic trauma].","Due to diffraction, acute acoustic trauma usually causes symmetrical hearing loss. Acoustical shadow effects are relevant only at distances greater than 1 m to the sound source and frequencies greater than 1000 Hz. In case of pronounced asymmetrical hearing loss causal connection to acute acoustic trauma is unlikely. We describe two cases with pronounced asymmetrical hearing loss in spite of symmetrical acute acoustic trauma. In the first case two patients headed an exploding giant tyre in a distance of approximately 1-2 m. One of them--as expected--got a symmetrical inner ear damage. On the other hand the other patient, which stayed directly besides him, got a pronounced asymmetrical inner ear damage. In an additional case we found also asymmetrical inner ear damage after symmetrical noise exposure. In this case it was detected, that years ago the patient suffered from a menieriform attack in the now worse ear. Occult inner ear damage is discussed as a reason for the phenomenon of pronounced asymmetrical inner ear damage after symmetrical noise exposure."
"17478967","Effect of exposure to a mixture of solvents and noise on hearing and balance in aircraft maintenance workers.","Aircraft maintenance workers are exposed to a mixture of solvents in the presence of intermittent noise. For this study these workers exposed to solvent mix and noise, were compared with mill workers exposed to noise alone, printed circuit board operatives exposed to solvents alone and those exposed to none who acted as controls. Tympanometry, acoustic reflex thresholds, transient and distortion product otoacoustic emissions, auditory brainstem potentials, nystagmography and posturography were examined. There was a significant effect on pure tone thresholds for both noise and solvents+noise. The distortion product otoacoustic emissions declined with frequency and exhibited lower DP amplitude with noise compared to solvents and noise group. The transient emissions showed a similar effect. Over 32% of subjects with solvent and noise exposure had abnormalities of the auditory brainstem responses in terms of interwave interval prolongation. The mean acoustic reflex thresholds showed a pattern of differences which differentiate noise from solvent and noise groups. The contralateral pathway appears to be differentially affected by solvent exposure. 32% of subjects in the solvents and noise group had an abnormal posturographic finding. In the solvents and noise group 74% had abnormalities of saccades, 56% of pursuit and 45% of optokinetic nystagmus."
"17478964","Audiometric findings in petrochemical workers exposed to noise and chemical agents.","This study investigated the occurrence of hearing loss among workers of a petrochemical industry during a period of five years. The records of environmental noise and solvents measurements and the results of annual audiometry performed by the company were examined. The audiometric results of workers from olefin operational areas 1 and 2 and aromatic plant areas exposed to solvents and noise and utility area workers exposed only to noise were analyzed for the standard threshold shift (STS). Despite the low exposures to solvents and a moderate exposure to noise, 45.3% of workers had hearing losses and 29.6% had STS."
"17478963","Sleep quality in noise exposed Brazilian workers.","This study investigated the effect of chronic workplace exposure to excessive noise on sleep quality. It involved 40 male workers aged 33 to 50 years, 20 of whom had been exposed to environmental workplace noise levels of 85 dB or more on 40-hour-a-week jobs. Another 20 workers who were not exposed to excessive noise were used as controls. All subjects were interviewed and submitted to physical examination, pure tone and speech audiometry, immittance testing and nocturnal polysomnography. Comparative analysis demonstrated that the two groups were similar, except for the exposure to noise. Fisher's test comparison of pure tone and speech audiometry and immittance testing revealed mild to moderate noise-induced hearing loss (P &lt; 0.001) in the &gt; or = 85-dB group. Indicators of sleep continuity were abnormal in both groups, demonstrating poor sleep quality; however, sleep quantity was normal. Of the 40 individuals, 13 (32.5%) presented respiratory sleep disorders. Of those 13, 10 presented daytime somnolence according to the Epworth Scale. The Mann-Whitney test showed that sleep was identical in the two groups. Fisher's exact test revealed no association between altered sleep and hearing status in either group. Our results show that active men working 40-hour-a-week in the presence of excessive noise without adequate protection for more than eight years presented with noise-induced hearing loss but their quality or quantity of night sleep was unaffected. Sensori-neural deafness may represent an element of adaptation against noise during sleep."
"17424958","Sounds good to me.",""
"17419496","[Functional impairment of acoustic and vestibular analyzers in patients with blast and traumatic head injuries].","A comprehensive otoneurological investigation of 131 patients with head injuries of shoch-wave and mechanical nature has revealed similar acoustic, vestibular and central hemodynamic disorders in the above patients. The diagnosed pathological features are determined only by strength and extention of the traumatic factor but not by its nature. Common features in development of acoustic and vestibular disorders in patients with different head injuries enable design of an integrated therapeutic and diagnostic algorithm of management of the above patients with the drugs tanakan and gincor fort."
"17402219","Individual susceptibility to noise-induced hearing loss: choosing an optimal method of retrospective classification of workers into noise-susceptible and noise-resistant groups.","OBJECTIVES: Individual susceptibility to noise-induced hearing loss (NIHL) depends on the interaction between intrinsic and environmental factors. To proceed with the study on NIHL susceptibility genes an appropriate selection of workers susceptible and resistant to noise is crucial. The aim of the study was to compare four different methods of subject classification by the susceptibility to NIHL in a group of 949 workers of an electric power plant exposed to steady-state noise at the workplace.MATERIALS AND METHODS: One method based the classification of the workers on the international reference standard ISO 1999:1990; from the entire group of workers, 10% of the subjects with the worst hearing thresholds (HT) in the model were categorized as susceptible to NIHL, whereas 10% of the subjects with the best HT were categorized as resistant to noise. According to three other methods, the entire group of workers was first divided into subgroups by age, duration of employment and the level of noise, and then 10% of the subjects at each HT extreme were selected.RESULTS: The first classification allowed to achieve an excellent separation between HT of the susceptible and resistant subgroups. The susceptible subgroup was significantly younger than the resistant one, showed a shorter duration of employment and a lower level of noise exposure, which is in line with the definition of increased vulnerability to NIHL. The three other methods produced poorer separation of HT with smaller or no gap between HT values in subgroups.CONCLUSIONS: The selection of subjects from the entire worker population of a given industry based on the ISO 1999:1990 standard can be regarded as the most reliable method of classification of noise-susceptible and noise-resistant workers to be used in the future genetic studies on NIHL susceptibility genes."
"17348531","Effective compression and noise reduction configurations for hearing protectors.","The author proposed to adopt wide dynamic range compression and adaptive multichannel modulation-based noise reduction algorithms to enhance hearing protector performance. Three experiments were conducted to investigate the effects of compression and noise reduction configurations on the amount of noise reduction, speech intelligibility, and overall preferences using existing digital hearing aids. In Experiment 1, sentence materials were recorded in speech spectrum noise and white noise after being processed by eight digital hearing aids. When the hearing aids were set to 3:1 compression, the amount of noise reduction achieved was enhanced or maintained for hearing aids with parallel configurations, but reduced for hearing aids with serial configurations. In Experiments 2 and 3, 16 normal-hearing listeners' speech intelligibility and perceived sound quality were tested when they listened to speech recorded through hearing aids with parallel and serial configurations. Regardless of the configuration, the noise reduction algorithms reduced the noise level and maintained speech intelligibility in white noise. Additionally, the listeners preferred the parallel rather than the serial configuration in 3:1 conditions and the serial configuration in 1:1 rather than 3:1 compression when the noise reduction algorithms were activated. Implications for hearing protector and hearing aid design are discussed."
"17298149","Hearing-impairment among workers in a surface gold mining company in Ghana.","A study to determine the impact of hazardous noise on workers was conducted in a surface gold mining company in Ghana. The procedure adopted included noise survey, case history, otoscopy and conventional pure-tone audiometry. Five main areas were surveyed for hazardous noise namely, Pit, Processing, Ana Laboratory, Bore-hole and Mess area. The results showed that all the above areas except the Mess area produced noise levels above 85 dBA. Again, a total of 252 workers were seen at the company, and out of this number 59(23%) had the classical noise-induced hearing loss (NIHL) at 4 KHz. In addition, NIHL increased as a function of age and duration of exposure. It is also noted that out of 81 workers with a preemployment history of noise exposure, 41(51%) had NIHL. NIHL also varied with regard to job location. 14(6%) of the workers had hearing loss greater than 25 dB at the speech frequencies. Thus, factors not under the control of the company may affect the hearing of an employee."
"17298117","Industrial noise pollution and its effects on the hearing capabilities of workers: A study from saw mills, printing presses and corn mills.","The purpose of this study was to ascertain industrial noise pollution and its effects on the hearing capabilities of workers. The procedure adopted included noise measurements, otoscopy, audiometric evaluation and assessment of medical history. The results showed that noise levels in corn mills and saw mills exceed 85dBA. The average noise level measured in the printing industry was 85dBA. It was also found that 23 %, 20 % and 7.9 % of workers in corn mills, saw mills and the printing industry have evidence of noise-induced hearing loss (NIHL). A highly significant correlation was found between noise exposure level, duration of exposure and the development of NIHL in corm mills and saw mills but not in the printers. Hearing - impairment was also observed at the speech frequencies among some of the workers exposed to hazardous noise. These findings suggest that more specific intervention is required to protect workers exposed to such hazards at the work places employed in this study."
"17272301","Hearing loss, accidents, near misses and job losses in firefighters.","BACKGROUND: The hearing losses of workers exposed to occupational noise have been extensively documented, but no information exists on the level of hearing loss which results in job loss.AIM: To define levels of hearing loss associated with ill-health retirement (IHR), comparing them with existing standards and assessing the extent to which poor hearing contributes to accidents and near misses to assist the development of rational standards for retention.METHODS: All UK local authority fire brigades were approached for information on IHRs due to audiological problems, accident/near-miss totals and the numbers thought to be due to poor hearing in a 60-month period beginning in 1997.RESULTS: Only 15/59 (25%) of brigades provided all information requested, although 50 (85%) and 32 (52%) supplied medical and safety information, respectively, which was used for analysis. Of 3366 IHRs, 135 (4%) were due to audiological problems. When compared to a control group of firefighters of similar age, those taking IHR had worse mean and median hearing losses in all grouped frequencies in both ears than the controls, and this difference always reached statistical significance (P &lt; 0.001), but there was considerable overlap in terms of range of hearing loss in each group. Only 41/31 274 (0.13%) of accidents/near misses reported were believed to result from hearing problems, and seven of these were related to device failure.CONCLUSIONS: Retention criteria based on audiometric grounds alone may result in unnecessary IHRs. Poor hearing is only responsible for a small proportion of accidents and near misses."
"17249147","A psychoacoustical model for specifying the level and spectrum of acoustic warning signals in the workplace.","A psychoacoustic model is presented to facilitate the installation of acoustic warning devices in noisy settings, reflecting a major upgrade of a former tool, Detectsound. The model can be used to estimate the optimal level and spectrum of acoustic warning signals based on the noise field in the workplace, the hearing status of workers, and the attenuation provided by hearing protectors. The new version can be applied to a wider range of situations. Analyses can now be conducted to meet the functional requirements for a specific worker or to suit the needs for a group of co-workers sharing a work area. Computation of optimal warning signals can also be made from estimated hearing parameters based on the worker age, gender, and level and duration of noise exposure. The results of a laboratory validation study showed that the mean error in estimating detection thresholds for normal hearing individuals is typically within +/-1 dB with a standard deviation of less than 2.5 dB in white noise or continuous noise fields. The model tends to yield slightly overestimated warning signal detection thresholds in fluctuating noises. Proper application of the tool also requires consideration of the variability in estimating noise levels, hearing status, and hearing protector attenuation under field conditions to ensure that acoustic warning signals are sufficiently loud and well adjusted in practice."
"17228988","Efficacy of a computer-based hearing test and tailored hearing protection intervention.","Advances in computer technology and accessibility enable researchers to provide individually tailored interventions for behavioral change. Using multimedia technology, this study developed and tested a computer-based hearing test and a tailored intervention. The purpose of this study was to evaluate, using a randomized experimental design, the efficacy of the intervention to increase workers' use of hearing protection. The tailored intervention developed by the research team showed more significant short-term effect measured immediately after the intervention than the control intervention. For the long-term effect measured 1 year after the intervention, both tailored and control groups showed significant increase in their reported use (7% vs. 6%) from preintervention to postintervention, but no significant difference between the two groups. The change accomplished in this study was small progress toward the desired level of 100% use of hearing protection to prevent noise-induced hearing loss. This finding showed that changing workers' hearing protection behavior is difficult."
"17219770","[Noise damage, report to the judicial authority and natural history of the report].",""
"17216007","[Detection of late ototoxic side effect of cisplatin by distortion otoacoustic emission (DPOAE)].","Cisplatin-based chemotherapy results in high cure rate in testicular cancer. The issue of toxicity is of special concern in young men with a probability of cure of at least 70-80% even in disseminated disease. As the literature shows, the ototoxic side effects of cisplatin have been studied mostly by conventional method. The authors used distortion product otoacoustic emission to detect the long-term ototoxic effect of cisplatin in 223 patients with a median follow-up time of 4.27 years (range 0.5-20 years) and a median age of 37 years (range 18-55 years). Cisplatin (20 mg/m(2) body surface) was administered for five days per cycle, in combination with other antitumor drugs. The control group consisted of 40 testicular cancer patients who did not receive chemotherapy, with a median age of 35 years (range 16-54 years). A detailed medical history based on a standardized questionnaire evaluated hearing complaints and audiological risk factors, such as head injuries, chronic otitis media, previous noise exposure and familial hearing loss. DPOAE was measured at 8 frequencies from 750 to 8000 Hz. No amplitude changes were detected in patients receiving =300 mg/m(2) cisplatin. At higher doses, contrary to the literature, not only high frequencies were affected: our method could detect significant hearing impairment at lower frequencies important for speech perception in patients receiving at least 400 mg/m(2) cisplatin. The lower frequencies where significant amplitude changes were detected were 3000 Hz at 400 mg/m(2), and 1500, 2000 and 3000 Hz at 500-600 mg/m(2). We detected the worst hearing in the case of patients who had symptomatic ototoxicity. Age and the cumulative dose of cisplatin proved statistically significant risk factors, while smoking or noise exposure did not have predictive value. As a conclusion, DPOAE is a fast, noninvasive and reliable method for the detection of late ototoxicity in testicular cancer patients. In our study hearing loss correlated with the cumulative dose of cisplatin. Hearing impairment contributes to the already compromised situation of cancer patients."
"17203915","Noise monitoring and establishment of a comprehensive hearing conservation program.","Here we discuss the importance of monitoring noise in contemporary animal facilities. Noise surveys and monitoring should be an integral part of an institution's Occupational Health and Safety Program. If noise levels equal or exceed 85 dB, then a Hearing Conservation Program must be initiated in accordance with Occupational Safety and Health Administration standards. The tenets of a comprehensive Hearing Conservation Program are outlined."
"17202985","[Tinnitus in young adults].",""
"17202923","Intratympanic dexamethasone for sudden sensorineural hearing loss after failure of systemic therapy.","OBJECTIVE: Intratympanic steroids are increasingly used in the treatment of inner ear disorders, especially in patients with sudden sensorineural hearing loss (SNHL) who have failed systemic therapy. We reviewed our experience with intratympanic steroids in the treatment of patients with sudden SNHL to determine overall success, morbidity, and prognostic factors.HYPOTHESIS: Intratympanic steroids have minimal morbidity and the potential to have a positive effect on hearing recovery in patients with sudden SNHL who have failed systemic therapy.STUDY DESIGN: The authors conducted a retrospective review.METHODS: Patients presenting with sudden SNHL defined as a rapid decline in hearing over 3 days or less affecting 3 or more frequencies by 30 dB or greater who underwent intratympanic steroids therapy (24 mg/mL dexamethasone) were reviewed. Excluded were patients with Meniere disease, retrocochlear disease, autoimmune HL, trauma, fluctuating HL, radiation-induced HL, noise-induced HL, or any other identifiable etiology for sudden HL. Patients who showed signs of fluctuation of hearing after injection were excluded. Pretreatment and posttreatment audiometric evaluations including pure-tone average (PTA) and speech reception threshold (SRT) were analyzed. Patient variables as they related to recovery were studied and included patient age, time to onset of therapy, status of the contralateral ear, presence of diabetes, severity of HL, and presence of associated symptoms (tinnitus, vertigo). A 20-dB gain in PTA or a 20% improvement in SDS was considered significant.RESULTS: : Forty patients fit the criteria for inclusion in the study. The mean age of the patients was 54.8 years with a range from 17 to 84 years of age. Overall, 40% (n = 16) showed any improvement in PTA or SDS. Fourteen (35%) men and 26 (65%) women were included. Using the criteria of 20-dB improvement in PTA or 20% improvement in SDS for success, 27.5% (n = 11) showed improvement. The mean number of days from onset of symptoms to intratympanic therapy was 40 days with a range of 7 days to 310 days. A statistically significant difference was noted in those patients who received earlier injection (P = .0008, rank sum test). No patient receiving intratympanic dexamethasone after 36 days recovered hearing using 20-dB PTA decrease or a 20% increase in discrimination as criteria for recovery. Twelve percent (n = 5) of patients in the study had diabetes with 20% recovering after intratympanic dexamethasone (not significantly different from nondiabetics at 28.6%, Fisher exact test, P = 1.0). Comparison to other studies that used differing steroid type, concentration, dosing schedule, inclusion criteria, and criteria for success revealed, in many instances, a similar overall recovery rate.CONCLUSIONS: Difficulty in proving efficacy of a single modality is present in all studies on SNHL secondary to multiple treatment protocols, variable rates of recovery, and a high rate of spontaneous recovery. Forty percent of patients showed some improvement in SDS or PTA after treatment failure. When criteria of 20-dB PTA or 20% is considered to define improvement, the recovery rate was 27.5%. Modest improvement is seen with the current protocol of a single intratympanic steroid injection of 24 mg/mL dexamethasone in patients who failed systemic therapy. Dramatic hearing recovery in treatment failures was rarely encountered. No patient showed significant benefit from intratympanic steroids after 36 days when using this protocol for idiopathic sudden SNHL. If patients injected after 6 weeks are excluded from the study, the improvement rate increases from 26.9% to 39.3%. Earlier intratympanic injection had a significant impact on hearing recovery, although with any therapeutic intervention for sudden SNHL, early success may be attributed to natural history. If we further exclude seven patients treated with intratympanic steroids within 2 weeks of the onset of symptoms (i.e., study only those patients treated with intratympanic dexamethasone between 2 and 6 weeks after onset of symptoms), still, 26% improved by 20 dB or 20% SDS. The recovery rates after initial systemic failure are higher than would be expected in this treatment failure group given our control group (9.1%) and literature review. These findings indicate a positive effect from steroid perfusion in this patient population."
"19091762","Is golf bad for your hearing?",""
"19086196","The effect of improved hearing protection regulations in the prevention of military noise-induced hearing loss.","CONCLUSION: Hearing protection regulations have improved the hearing test results of soldiers in the Finnish Defense Forces.OBJECTIVES: To investigate the effect of revised regulations regarding usage of hearing protectors of professional soldiers in the Finnish Defense Forces.SUBJECTS AND METHODS: The medical records of non-commissioned officers and officers examined at the Central Military Hospital ENT Department from 1984 to 1986 (Period I) and 2003 to 2005 (Period II) were reviewed. The study group comprised 252 persons. Changes in hearing between the two time periods, during which regulations were revised, were investigated.RESULTS: Hearing test results improved both in non-commissioned officers and in officers between the two study periods, in accordance with tightened hearing protection regulations. Improvement was found, especially in the high frequencies; however, the results were milder than expected, particularly in officers."
"19065742","[Evaluating probability of occupational hearing disorders in workers exposed to noise at work].","The authors analyzed how noise level, work intensity and hardiness are related to prevalence of occupational hearing disorders. Findings are that increased hardiness and intensity of the work result in more frequent signs of occupationally induced hearing problems including neurosensory deafness."
"19052439","Audiological findings in individuals exposed to organic solvents: case studies.","Millions of people around the world are exposed to industrial organic solvents such as toluene and xylene in the manufacturing sectors. Solvents are neurotoxic substances that are detrimental to the functioning of the nervous system, including the central auditory nervous system (CANS). This study investigated hearing and auditory processing in seven individuals with a history of exposure to industrial solvents. A battery of audiological tests was administered to all subjects: pure tone, speech, and impedance audiometry, otoacoustic emissions tests, auditory brainstem responses, middle latency responses, as well as the SCAN-A and R-SPIN tests with low predictability sentence lists. All individuals in this study exhibited findings consistent with retrocochlear and/or central abnormality. Two of the seven subjects in this study had normal pure tone thresholds at all frequencies bilaterally, yet showed abnormal retrocochlear/central results on one or more tests. The auditory test battery approach used in this study appears to be valuable in evaluating the pathological conditions of the CANS in solvent-exposed individuals."
"19048094","Sensorineural hearing loss of noise in members of aviation club of Larissa (Greece).","OBJECTIVE: To evaluate the clinical and audiometric characteristics of noise by an one-engine Cessna (1300-1750 RPM), by ultra light aircrafts and different types of air modeling products which induce hearing loss in air modeling members of Aviation club of Larissa in Greece.METHODS: During the past 2 years members in the aviation club were referred for clinical and audiological examination in the ENT Department of hearing and speech and underwent a personal interview with a specific questionnaire. No one of the examined members was using individual protection systems during aviation activities.RESULTS: From all members examined, a 30% had an audiogram with a slope in high frequencies, not attributed to presbyacousis and had experienced at least one symptom associated with hearing disturbance.CONCLUSIONS: Air modeling members in aviation club that are exposed to noise during aviation activities without protection are at high risk of noise induced hearing loss."
"18972126","Hearing status among cabin crew in a Swedish commercial airline company.","PURPOSE: To study hearing loss in commercial airline cabin crew (CC).METHODS: Totally 155 male and 781 female CC (n = 936) in a Swedish airline company underwent repeated audiometric tests during 1974-2005. The last test was used to study hearing loss. The mean test values at 3, 4, 6 kHz were used for the ear with worse hearing loss. Data were compared with a Swedish population (n = 603) who were not occupationally exposed to noise. Equivalent noise levels (Leq) were measured in different aircraft.RESULTS: Leq was 78-84 dB (A), maximum A-weighted exposure was 114 dB. Median values for all ages were close to the reference group. No association was found between years of employment and hearing loss, when adjusting for age and gender by multiple logistic regression analysis.CONCLUSION: Cabin crew are exposed to equivalent noise levels below the current Swedish occupational standard, and have normal age-matched hearing threshold levels."
"18949961","Extended high-frequency audiometry in subjects exposed to occupational noise.","OBJECTIVES: The aim of this study was to evaluate hearing in a population of industrial workers exposed to occupational noise by using both conventional and extended high-frequency (EHF) audiometry, and to compare our results with the findings from a control group.METHODS: A total of 139 industry workers exposed to noise were examined over a period of two years and 32 healthy subjects were used as controls. Conventional audiometry in the frequency range 0.25-8 kHz and EHF audiometry in the frequency range 9-20 kHz were performed.RESULTS: Thresholds in the noise-exposed group were higher than in the control group for both standard and extended high frequencies, but variability was greater in EHF. Larger differences were found in the 4,000-18,000 Hz frequency region, and especially in the 12,500-18,000 frequency zone. A statistically significant correlation between the elevation of puretone thresholds and time of exposure was found across all frequencies (from 250 to 20,000 Hz), with the exception of 10,000 Hz.CONCLUSIONS: EHF audiometry is a useful adjunct to conventional audiometry in the audiological assessment of subjects exposed to occupational noise. This test performs well in the frequency range 12,500-18,000 Hz, but there is greater variability in the results compared with conventional audiometry."
"18939709","Noise-induced hearing loss and hearing aids requirement.","Subjective disturbances, due to hearing loss, are auditory disability and handicap which can be evaluated with a questionnaire. The present study refers to a population of industrial workers affected by noise-induced hearing loss. Aim of the study is to identify the minimal level of hearing loss over which the patient felt changes in his quality of life, and the average auditory threshold at which the patient considered the application of a hearing aid useful or necessary. The sample comprised 180 males with noise-induced hearing loss. Each subject received a questionnaire designed for this study. Data show a correlation between disability, handicap and the degree of noise-induced hearing loss. The most relevant problems in noise-induced hearing loss are correlated with disability rather than handicap. 35 dB can be considered as the level above which these devices can be suggested to patients. Hearing aids can become a therapeutic instrument even in the presence of a low degree of hearing loss."
"18936359","Physiological and morphological assessment of the saccule in Guinea pigs after noise exposure.","OBJECTIVE: To investigate whether the saccule exhibits temporary or permanent functional loss resembling threshold shifts in auditory brainstem response (ABR) of guinea pigs following noise exposure.DESIGN: Randomly bred guinea pigs were divided into 3 groups: A (short-term noise exposure, 30 minutes, n = 15), B (long-term noise exposure, 40 hours, n = 9), and C (no noise exposure, n = 5).SETTING: University hospital.MAIN OUTCOME MEASURES: All animals underwent vestibular-evoked myogenic potential (VEMP) and ABR tests. Chronological changes of VEMP and ABR responses following noise exposure were analyzed and compared. After audiovestibular function testing, animals were killed for morphological study with light and electron microscopy.RESULTS: In group A, temporary VEMP loss and ABR threshold shifts recovered 2 and 4 days, respectively, after short-term noise exposure, with an interval of 2 days earlier in the recovery of VEMPs than that of ABR thresholds. In contrast, in group B, 78% and 83% of the ears exhibited permanent VEMP loss and ABR threshold shifts, respectively, 10 days following long-term noise exposure. In group C, all animals showed normal VEMPs and ABRs throughout the study period. Light and electron microscopic studies confirmed that loss of VEMPs correlated with saccular lesion.CONCLUSIONS: The saccule can exhibit temporary or permanent functional loss resembling hearing threshold shifts in guinea pigs following noise exposure. Recovery of VEMP precedes restoration of hearing threshold after damage from short-term noise exposure. Conversely, permanent VEMP loss after long-term noise exposure may reflect permanent hearing threshold shifts."
"18839846","Evaluation of noise-induced hearing loss with audiometer and distortion product otoacoustic emissions.","OBJECTIVE: To compare the results of audiogram and distortion product otoacoustic emissions (DPOAEs) parameters between staffs working in a noisy environment and normal subjects.MATERIAL AND METHOD: Hearing function of 32 noise-exposed workers and 18 reference subjects were assessed with DPOAEs and pure-tone audiometry. Results were compared among three groups: 1) ears of reference subjects, 2) audiometrically normal ears of noise-exposed subjects, and 3) audiometrically abnormal ears of noise-exposed subjects.RESULTS: DPOAEs parameters, statistically significant difference were found between group 1 and 2 and group 1 and 3 at all frequencies. Statistically significant differences in pass rate for DPOAEs at 4-6 kilohertz (kHz) were also found between group 1 and 2.CONCLUSION: DPOAEs are more sensitive than audiometry to detect pre-symptomatic inner ear damage. It may play a role as screening and monitoring test for noise-exposed workers."
"18760091","Association of work-related accidents with noise exposure in the workplace and noise-induced hearing loss based on the experience of some 240,000 person-years of observation.","This retrospective study explores the association between occupational noise exposure at the time of hearing tests, permanent noise-induced hearing loss and work-related accident risk. Log-binomial analysis was used to first ascertain the association between study variables according to activity sector (North American Industry Classification System, NAICS) and accident context while controlling for age. Second part of the paper estimates the overall number of accidents attributable to occupational noise or the associated hearing loss (excess fraction). Study was carried on a sample of 52,982 male workers exposed to a minimum of 80 dBA on a daily basis and whose hearing was examined at least once between 1983 and 1996 by public health authorities of Quebec. These participants evidenced bilateral average hearing threshold levels at 3, 4 and 6 kHz ranging from normal (&lt; or = 15 dB) to hearing loss in excess of 50 dB as a result of chronic occupational noise exposure (subjects otherwise otologically normal). The occupational accident count of these workers was derived from the individual histories registered with the Quebec workers' compensation board for the 1983-1998 period. Results show an association between accident risk and worker's hearing sensitivity. For example, a hearing loss of 20 dB corresponds to a rise of accident risk equal to 1.14 when controlling for age and occupational noise exposure at the time of hearing tests. NAICS economic activity sectors where association is the most noticeable are &quot;Metal Transformation&quot;, &quot;Metal Product Manufacturing&quot; and &quot;Transportation Equipment Manufacturing&quot;. &quot;Passive accidents&quot; (PR per decibel of hearing loss = 1.008; CI 95 (1.007; 1.010)) and &quot;same-level falls&quot; (1.007; CI 95 (1.003; 1.010)) are the two accidents categories most strongly associated with hearing loss. Overall, 12.2% of accidents considered in this study were attributable to a combination of noise exposure in the workplace (&gt; or = 90 dBA) and noise-induced hearing loss."
"18726988","The impact of hearing conservation programs on incidence of noise-induced hearing loss in Canadian workers.","BACKGROUND: Noise exposure remains one of the most ubiquitous of occupational hazards. Hearing conservation program legislation and the programs themselves were designed to lower risk of resulting occupational noise-induced hearing loss, but there has been no broad-based effort to assess the effectiveness of this policy.METHODS: The incidence of a 10-dB standard threshold shift was examined in a group of Canadian lumber mill workers, using annual audiogram series obtained from the Workers' Compensation Board of British Columbia for the period 1979-1996 and using Cox proportional hazard models.RESULTS: Mean cumulative noise exposure was 98.1 dB-years. The audiograms from 22,376 individuals, among whom there were 2,839 threshold shifts of 10 dB or greater (i.e., a &quot;standard threshold shift&quot;), were retained in multivariable analyses. After adjusting for potential confounders, continuous use of hearing protection, and initial hearing tests later in the study period, the risk for standard threshold shift was reduced by 30%. Risk increased sixfold, however, in those with the highest noise exposure.CONCLUSIONS: Hearing conservation programs may be effective in reducing overall incidence of hearing loss. In the absence of noise control at source, however, highly exposed workers remain at unnecessary risk."
"18713646","Noise exposure-induced enhancement of auditory cortex response and changes in gene expression.","Noise exposure is one of the most common causes of hearing loss. There is growing evidence suggesting that noise-induced peripheral hearing loss can also induce functional changes in the central auditory system. However, the physiological and biological changes in the central auditory system induced by noise exposure are poorly understood. To address these issues, neurophysiological recordings were made from the auditory cortex (AC) of awake rats using chronically implanted electrodes before and after acoustic overstimulation. In addition, focused gene microarrays and quantitative real-time polymerase chain reaction were used to identify changes in gene expression in the AC. Monaural noise exposure (120 dB sound pressure level, 1 h) significantly elevated hearing threshold on the exposed ear and induced a transient enhancement on the AC response amplitude 4 h after the noise exposure recorded from the unexposed ear. This increase of the cortical neural response amplitude was associated with an upregulation of genes encoding heat shock protein (HSP) 27 kDa and 70 kDa after several hours of the noise exposure. These results suggest that noise exposure can induce a fast physiological change in the AC which may be related to the changes of HSP expressions."
"18705450","Noise exposure and noise induced hearing loss among Kuala Lumpur traffic point duty personnel.","Thirty-two points in Kuala Lumpur were selected where traffic personnel were on duty. Sound level readings were taken three times a day. Generally, the traffic noise levels were between 75 dBA to 85 dBA. The maximum sound level recorded was 108.2 dBA. Noise emitted by traffic equipment and vehicles were up to 133 dBA. Results of audiometric tests revealed that out of 30 who were tested, 24 or 80% were positive for noise-induced hearing loss. A questionnaire survey revealed a lack of knowledge on occupational safety and personal protective equipment."
