"PMID","Title","abstract"
"15200522","Hearing loss and perceptions of noise in the workplace among rural Australians.","OBJECTIVE: To compare measured hearing levels of individuals regularly exposed to noise in their workplace to self-reported and family-reported hearing loss. To compare the attitudes and preventative actions adopted by individuals who are more aware of the potential for hearing loss to less aware individuals.DESIGN: The project examined the perceptions of rural workers concerning noise, noise exposure and hearing. The subjects completed a 'Noise at Work' questionnaire and some demographic data at the time of audiometric testing.SETTING: The subjects were recruited when attending their rural health clinic for audiometric testing.PARTICIPANTS: Participants comprised 113 men and 23 women (20-65 years, mean = 39.6, SD = 11.4) working across a range of activities at different levels in their workplaces. The range in current employment was from 0.5 to 45 years (mean = 13.8, SD = 10.7).RESULTS: Hearing tests were compared with perceptions of noise annoyance, hearing damage risk and preventative action. Self- and family-reported hearing loss and conversational difficulties in noise correlated well with measured audiograms. Perceptions of workplace noise tended to be more positive if people felt they had hearing problems. There was no difference in preventative action between those who did and did not feel they had hearing problems. Both groups rated barriers to action and lack of self-efficacy in a similar negative way.CONCLUSIONS: There is a need for specific training to ensure that rural workers have skills to take more positive action in reducing noise exposure at work."
"15198383","Characteristics of acute acoustical trauma in the Finnish Defence Forces.","In spite of strict safety regulations concerning firearm shooting, several hundred conscripts still suffer acute acoustical trauma (AAT) in the Finnish Defence Forces (FDF) every year, resulting in symptoms such as tinnitus and/or hearing impairment. The causes leading to AAT, causative weapons and mode and level of hearing protection were analysed to find out why so many AATs still occur in the FDF. The material consisted of 119 patients of the total 163 AAT patients treated at the Central Military Hospital during the year 2000. In 87.5% of cases, the AATs occurred in unprotected ears. The most common causative weapon was the assault rifle. Most of the AATs occurred during combat training in the field. Immediately after the AAT. 46.7% of conscripts had hearing impairment and 94.2% tinnitus. Hearing loss, tinnitus or both were experienced by 45% of conscripts at the last follow-up. Careful planning of training exercises could probably prevent some but not all AATs."
"15143698","[Noise-induced hearing loss--factors affecting worker's decision to submit a disability claim].","Noise-induced hearing loss is recognized worldwide as a prevalent work-related morbidity and is the most common compensated occupational disease in Israel. Despite extended legislation, hearing conservation programs, surveillance and biological monitoring (by audiometry) of work sites and workers, the burden of this injury remains high. As a rule, afflicted workers refrain from filing compensation claims and do so only at later stages when both subjective and objective evidence of advanced hearing loss is present. We have evaluated the determinants that seem to influence the decision of an individual worker to file a claim. We found that the major determinants are subjective perception of the level of hearing disability and clinical symptoms such as: tinnitus (OR = 3.3 with CI 95% = 2.1 5.2), verbal communication disturbances (OR = 2.7, 95% CI = 1.9-3.8), complaints of dizziness (OR = 1.9, 95% CI = 1.4-2.5), severity of hearing impairment (by audiometry with OR = 1.04, 955 CI = 1.02-1.06) and musculoskeletal complaints (OR = 1.6, 95% CI = 1.2-2.2). These findings attest to the relatively late stage in the development of noise-induced hearing loss at which workers file a claim for compensation and rehabilitation. In order to alleviate the burden of this injury in the future and encourage workers to approach the National Insurance Institute at an earlier stage, we suggest several ways of intervention and improving the awareness of all parties concerned."
"15137634","Health implication among occupational exposed workers in a chromium alloy factory, Thailand.","This study was conducted to assess the occupational exposure and its health impact on the chromium alloy workers. Environmental and biological monitoring, noise and audiometry measurements were done to evaluate the exposure levels in the factory. A total of 112 non-smoking workers were monitored from July 2001 to August 2002. The results showed that most of the chromium and lead exposures in the factory were below the ACGIH-TWA of 50 microg/m3 for chromium(VI) and OSHA-PEL of 50 microg/m3 for lead. The highest chromium (7.25 +/- 0.16 microg/m3) and lead (14.50 +/- 0.29 microg/m3) concentrations were measured in the vibro room. The results indicated that elevated concentrations of chromium and lead were found in both blood and urine samples especially in those areas which were characterized by poor ventilation. The metal contents in blood and urine samples were significantly correlated with airborne metal concentrations in the factory. The result demonstrated that blood and urinary levels among workers were associated with increasing age and duration of exposure. The background noise level of the factory ranged from 67.6 to 89.2 dBA and was frequently higher than the threshold limit value for noise (90 dBA). According to the audiometric test, the exposed workers showed signs of noise-induced hearing loss. Noise at work continued to be an important factor to hearing loss among exposed workers. In our statistical analysis, a significant hearing loss was established on age effect and year of exposure among the workforce."
"15130448","[Effects of salute sound on blood GSH-Px and plasma MDA in salute soldiers].",""
"15035560","Modelling the risk of noise-induced hearing loss among military pilots.","Noise is a significant risk factor in aviation, especially in military aviation. Even though our earlier studies have shown that the risk of noise-induced hearing loss (NIHL) among military pilots is small and the monitoring of their hearing is effective, we still need to develop methods of assessing the risk of NIHL more effectively at both the general and individual levels. In addition, many other risk factors are considered to contribute to the development of hearing impairment. The novel NoiseScan data management system enables assessment of the risk of developing hearing impairment on the basis of known risk factors. This study investigates the risk of hearing impairment among Finnish Air Force pilots using reasonably accurate noise exposure data and other risk factors for hearing impairment. This risk is also compared with that of industrial workers, whose risk followed the ISO 1999 prediction. Hearing among Finnish military pilots turned out to be better than predicted by the ISO 1999 model. The industrial workers had a larger number of risk factors than the pilots. Owing to the small number of risk factors, the hearing of pilots corresponds to approximately the 80th percentile, being 9-13 dB better than the 50th percentile obtained with the industrial population."
"14992850","The contribution of focus groups in the evaluation of hearing conservation program (HCP) effectiveness.","PROBLEM: Exclusive reliance on such practices as policy review, audiometric testing audits, and noise surveillance to evaluate the effectiveness of workplace hearing conservation programs (HCP) fails to capture the impact of these programs as experienced by workers at the &quot;shop floor&quot; and offers little insight into the reasons and potential remedies for noted deficiencies.METHODS: A qualitative approach for evaluating industrial HCPs (and their various components) is discussed using three industrial populations as case studies. For each study population, this paper illustrates how focus groups, comprised of line workers and supervisors, were used to clarify and augment information gathered through more traditional program assessments to provide a more enriched picture of hearing conservation practices. Descriptive data on plant hearing conservation program practices at each plant are presented with a comparison of proactive elements of each program relative to the Occupational Safety and Health Administration (OSHA) Hearing Conservation Amendment (HCA) requirement and to internal plant policy.RESULTS: Yearly program evaluation with input from all end-users is important in the process of hearing loss prevention. The qualitative assessment outlined in this paper serves as a basis for future quantitative assessments of HCP effectiveness using hearing threshold data and noise exposure assessments to examine changes in hearing levels as a function of noise exposure and other risk factors for hearing loss."
"14985846","A self-controlled trial to evaluate the use of active hearing defenders in the engine rooms of operational naval vessels.","INTRODUCTION: Active Hearing Defenders are established hearing protectors with in-built electro-acoustics that shut-off ambient noise while allowing effective communication between users.METHODS: A blinded, self-controlled trial was conducted among naval servicemen to compare the effectiveness of two types of active hearing defenders (Howard-Leight Thunder TM and COM-55) in relation to passive hearing defenders in an operational environment.RESULTS: Subjects felt that the active hearing defenders were more comfortable, durable, and that the active hearing defenders helped them work better. When subjects were tested with a speech discrimination battery (Central Institute of the Deaf, Spondee Word lists), there was a significant difference (p value of 0.04, using the Kruskall-Wallis ANOVA test) between the two active and the passive defenders. However, no significant difference was found between the two types of active hearing defenders.CONCLUSION: Active hearing defenders are an acceptable and efficacious means of hearing protection in noisy environments."
"14979949","Noise induced hearing loss in dance music disc jockeys and an examination of sound levels in nightclubs.","Noise exposure, hearing loss and associated otological symptoms have been studied in a group of 23 disc jockeys using a questionnaire and pure tone audiometry. The level of noise exposure in the venues where they work has also been studied using Ametek Mk-3 audio dosimeters. Three members of the study group showed clear evidence of noise-induced hearing loss on audiometry, 70 per cent reported temporary threshold shift after sessions and 74 per cent reported tinnitus. Sound levels of up to 108 dB(A) were recorded in the nightclubs. The average level for a typical session was 96 dB(A) which is above the level at which the provision of ear protection is mandatory for employers in industry. It can be concluded that DJs are at substantial risk of developing noise-induced hearing loss and noise exposure in nightclubs frequently exceeds safe levels."
"14979087","[Exposure to low levels of solvents and noise, ear canal volume and audiometric pattern].","We described a case of a male worker, 62 years old, with a combined exposure to low noise levels (80-85 dB Leq,A) and organic solvents mixture for more than 30 years in the automobile industry as a painter. His ear canal has a diameter of more than 1.3 cm. and determine a peculiar pattern of hearing loss, similar to the noise induced one, but chiefly in the speech frequencies. According to experimental and human studies we speculate that in this patient the peculiar morphology of the audiogram, with the low or mean frequencies maximally affected, may been explained by a synergistic effect of solvents mixture in conjunction with noise exposure and a high ear canal volume."
"14964507","Navy Hearing Conservation Program: 1995-1999 retrospective analysis of threshold shifts for age, sex, and officer/enlisted status.","This study provides a cross-sectional, population-based analysis of significant threshold shifts (STS) from over 83,000 audiograms on active duty members in the Navy Hearing Conservation Program Database for 1995-1999. Crude STS rates were lower for women than men (odds ration [OR], 0.82; 95% confidence interval [CI], 0.76-0.89; p = 0.0000) and lower for officer than enlisted (OR, 0.71; 95% CI, 0.66-0.76; p = 0.000000). STS rates also increased significantly with increasing age (chi2 for trend, 134; p = 0.0000). Compared with historical information, STS rates for officers were significantly lower (OR, 0.23; 95% CI, 0.18-0.27; p = 0.00000). Adjustment by logistic regression found STS rates were lower for women (OR, 0.837; 95% CI, 0.773-0.905; p = 0.000) and officer status (OR, 0.670; 95% CI, 0.619-0.725; p = 0.0000), and increased significantly with age. These findings warrant further investigation because they have programmatic implications on Navy hearing conservation and force health protection."
"14726777","Effects of booster interventions on factory workers' use of hearing protection.","BACKGROUND: The provision of reinforcements or boosters to interventions is seen as a logical approach to enhancing or maintaining desired behavior. Empirical studies, however, have not confirmed the effectiveness of boosters nor assessed the optimum number of boosters or the timing for their delivery.OBJECTIVES: This randomized controlled trial contrasted the effect of four booster conditions (a). 30 days; (b). 90 days; (c). 30 and at 90 days; and (d). no boosters of the intervention to increase the use of hearing protection devices (HPDs).METHODS: A total of 1325 factory workers completed a computerized questionnaire and were randomly assigned to one of three computer-based (tailored, nontailored predictor-based, or control) multimedia interventions designed to increase the use of hearing protection devices. After the intervention, colorful boosters specific to the type of training received were mailed to workers' homes. Posttest measures of use were administered at the time of their next annual audiogram 6 to 18 months after the intervention. RESULTS Repeated measures of analysis of variance (ANOVA) showed a significant main effect for the booster (after 30 days) in the group that received tailored training (F[3442] = 2.722; p =.04). However, in the assessment of the interaction between time (pretest and posttest) and boosters (four groups), the ANOVA did not find significant differences in hearing protection device use for any of the training groups. To assess for significant differences between groups, post hoc comparisons were conducted at the pretest and posttest for the total sample and for the subsample of workers who reported using hearing protection devices less than 100% of the time needed. Sheffé contrasts by intervention group, gender, ethnicity, and hearing ability found no significant changes in the mean use of hearing protection devices for the booster groups.CONCLUSIONS: Although the provision of boosters represented a considerable commitment of resources, their use was not effective in this study. However, it would be premature to eliminate boosters of interventions. Further study is needed to explore the effects of different booster types for increasing the use of hearing protection devices, and to assess carefully the effects of boosters on other health behaviors in studies with controlled designs."
"16370517","[Quick progress of a hearing impairment in a young plumber].","Workers exposed to noise are regularly examined using tonal hearing tests. Of all noise-exposed worker population, about ten percent are hypersensitive to noise. Regular hearing tests conducted for two years revealed a hearing impairment in a young construction plumber who, according to on-site noise measurements, was occupationally exposed to permissible noise levels. Tonal hearing tests showed that the impairment was progressing quickly. This case study discusses probable causes of this lesion suffered by the subject, which is of the acoustic trauma type."
"16370263","Hearing loss in military aviation and other trades: investigation of prevalence and risk factors.","INTRODUCTION: Continuous increase in the cost of claims for noise-induced hearing loss in Canadian Forces personnel prompted a review of hearing conservation practices. Investigations comprised retrospective analyses of hearing test results and a prospective survey of risk factors for hearing loss.METHOD: There were 1057 individuals working in 107 air, land, and sea trades who contributed their current and first hearing test results. Subjects completed a 64-item questionnaire relating to demographics, occupational and non-occupational noise exposure history, training in and use of hearing protection, and non-noise risk factors, including head injury, ear disease, medications, and solvent exposure. Subject recruitment, hearing assessment, and questionnaire distribution were carried out by military personnel. Apparatus and protocols for hearing testing conformed to current clinical practice.RESULTS: Prevalence of moderate to severe hearing loss progressed with age, with hearing thresholds in those over 45 yr ranging broadly from normal to over 70 dB HL. Unprotected exposure to noise and solvents appeared to be the likely determinates of adverse outcome. Head injury, ear disease, and the use of ototoxic medications had minimal impact. The data for individuals in 17 selected trades in the 3 environments modeled that of the total sample.DISCUSSION: Responses to the questionnaire suggested that training on noise hazard and selection and use of hearing protection were inadequate. Hearing protection was reported to be incompatible with other gear, uncomfortable, and an impediment to communication. Approaches for upgrading hearing conservation strategies, including the creation of end-user focus groups, were considered."
"16360818","Physician hearing loss.","PURPOSE: Hearing is an important sense for physicians, making communication and stethoscope use possible, yet not much is known about the impact of hearing loss on professional function. The purpose of this study was to explore hearing-related issues affecting physicians.MATERIALS AND METHODS: We administered a hearing test and questionnaire to 107 physicians and medical students.RESULTS: The proportion of physicians reporting trouble with their hearing increased with age, reaching almost 100% in those older than 60 years. Audiometric hearing loss also increased with age. Perceived hearing trouble was significantly associated with audiometric hearing loss, yet 46% of physicians with hearing loss described their hearing as good. Older physicians more frequently reported difficulty communicating with patients, staff, and colleagues owing to hearing problems (P = .007). Reported stethoscope difficulties did not significantly increase with age; there was no association with hearing thresholds. No physician reported use of electronic stethoscopes or hearing aids. Noise exposures were common, yet 51% of respondents never used hearing protection. Younger physicians were less likely to use protection (P = .002).CONCLUSION: Physicians lose hearing with age but may not notice or report the loss. Physician hearing loss is associated with difficulty communicating with patients, staff, and colleagues. Neither age nor hearing level predicts problems with stethoscope use; possible explanations include a training effect or denial. Many physicians, especially younger ones, never use hearing protection around noise. Strategies to recognize and reduce the impact of hearing loss on professional function throughout a physician's career deserve greater attention."
"16295567","Perceived industrial deafness and hearing loss among people in a small Queensland rural community.","This paper aims to describe chronic diseases including hearing loss reported by people in a small rural community. It will present the results of audiometric screening among a group of people in this community and their self reported risk factors of hearing loss. Different risk factors experienced by men and women will be compared. Two surveys were conducted in a small Queensland rural community. The first survey gathered information relating to chronic diseases among 604 people using a telephone interview method. The second survey assessed the level of hearing among 64 people who presented themselves for audiometric screening, their history of exposure to loud noise and their previous use of hearing protective measures. A higher rate of &quot;industrial deafness&quot; was reported (110.75 per 1,000 population) than the 1995 National rate (95.2 per 1,000 population). Of 64 people who attended the audiometric assessment, 60 (93.8%) had some level of hearing loss using the 2000 International Standard of hearing level (ISO 7029: 2000) taking age and gender into account. However, 15 persons (23.4%) perceived that they had good hearing. When compared to ISO 7029: 2000 standard, men and women had a similar pattern of hearing loss. Compared to men, a lower percentage of women were exposed to different sources of loud noise and were less likely to use hearing protection devices."
"16281759","[Annual rate of development of noise induced hearing loss in exposed workers].","The rate of development of noise induced hearing loss (NIHL) in a group of 150 male workers exposed to industrial noise of over 85 dBA, was compared with the rate of a group of 40 unexposed workers. It was found that while the average annual rate of decline in the exposed group (for frequencies 1000-4000 HZ) was about 1 dB/year, it was less than 0.5 dB/ year in the unexposed group. These findings attest to the need to improve current prevention modalities (hearing conservation programs). In addition, the findings point to the importance of guaranteeing the accuracy of the audiometric tests as the usual &quot;measurement error&quot; is often greater than the expected real change (1-2 dB/year). These findings also question the value of current annual audiometry (a statutory requirement) in relation to providing significant new information."
"16262144","[Status of noise in small-scale factories having press machines and hearing loss in workers].","A study on noise and hearing loss was conducted in 36 small-scale factories where press machinery is actively used. Noise levels in working environments were measured in 34 factories. Of those measured, two (6%), eight (24%) and 24 (71%) factories were classified into control classes I, II and III, respectively, according to guidelines established for the prevention of noise-related disorders. Furthermore, personal exposure levels to noise were measured for 23 workers. Twenty-one (91%) of those workers measured were exposed to 85 dB(A) or higher, (the occupational exposure limit for an 8-hour exposure period). Maximum exposure levels were found to be at 102 dB (A). Hearing tests were then conducted on 97 male workers at those 36 factory sites. Twenty (21%), 30 (31%) and 10 (10%) of the workers measured were classified into a &quot;precursory symptom group&quot;, a &quot;slight hearing loss group&quot; and a &quot;medium to serious hearing loss group&quot;, respectively, based on the aforementioned guidelines. It was found that as workers' ages increased, the percentage of workers having some degree of hearing loss increased. Specifically, it was found that there was some level of hearing loss for 93% of those studied aged in their 50's, and up to 100% in those aged in their 60's."
"16254949","Surveillance of hearing loss among older construction and trade workers at Department of Energy nuclear sites.","BACKGROUND: Medical screening programs at three Departments of Energy (DOE) nuclear weapons facilities (Hanford Nuclear Reservation, Oak Ridge, and the Savannah River Site) have included audiometric testing since approximately 1996. This report summarizes hearing evaluations through March 31, 2003.METHODS: Occupational examinations included a medical history, limited physical examination, and tests for medical effects from specific hazards, including audiometric testing. Hearing thresholds by frequency for DOE workers were compared to age-standardized thresholds among an external comparison population of industrial workers with noise exposures &lt;80 dBA. Multivariate analyses were used to explore the risk of hearing impairment by duration of construction trade work and self-reported noise exposure, while controlling for potential confounders such as age, race, sex, smoking, elevated serum cholesterol, hypertension, solvent exposures, and recreational noise exposures.RESULTS: Hearing thresholds among DOE workers were much higher than observed in a comparison population of industrial workers with low noise exposures. Overall, 59.7% of workers examined were found to have material hearing impairment by NIOSH criteria. Age, duration of construction work, smoking, and self-reported noise exposure increased the risk of hearing loss. The risk of material hearing impairment was significantly elevated for construction trade workers compared to the external comparison population (odds-ratio = 1.6, 95% CI = 1.3-2.1) and increased with the duration of trade work.CONCLUSIONS: These medical screening programs confirm worker concerns about risks for hearing loss and the need for hearing conservation programs for construction workers, with emphasis on the prevention of noise exposures."
"16240590","[Noise-induced hypoacusia in maintenance workers of high voltage electric lines].","Noise-induced hypoacusia continues to represent an important issue in Occupational Medicine in relation to epidemiology, diagnostics, medicolegal issues and occupation related compensation claims. We present the clinical and audiometric findings of 45 maintenance workers of high tension electric lines, undergoing medical surveillance. Noise-induced hearing loss was diagnosed in 49% of cases (&quot;pure&quot; in 27% and mixed--with the concurrence of other causes--in 22% of cases). These unexpected data indicate that electric lines maintenance should be considered a high risk occupation for noise-induced damage, and confirm the need of enforcing current protective laws."
"16219153","Signal recognition and hearing protectors with normal and impaired hearing.","Recognition of acoustic signals when perception is subject to interference from noise has already been extensively studied. In this study the influence of hearing protectors (HP) (plugs, muffs) and hearing loss on signal recognition is examined. Different spectrums and levels of the noise are also included. The test results are shown as the masked threshold for the signals heard and identified. In the case of normally hearing subjects a frequency-independent HP (plug) improves hearing performance, while frequency-dependent HP (muffs) tends to worsen it, especially with low-frequency noise. Hearing losses even worsen hearing performance when plugs are worn. Design suggestions are made to optimise signal recognition. Minimum signal-to-noise ratio and the use of HP are discussed."
"16201210","The impact of low-frequency noise on human mental performance.","OBJECTIVES: There is a growing body of data showing that low frequency noise (LFN), defined as broadband noise with dominant content of low frequencies (10-250 Hz) differs in its nature from other environmental noises at comparable levels. The aim of the study was to investigate whether exposure to LFN at levels normally occurring in the industrial control rooms can influence human mental performance (e.g., visual functions, concentration, continuous and selective attention) and subjective well-being.MATERIALS AND METHODS: The study included 96 female and male volunteers, aged 19-27 years, categorized in terms of sensitivity to LFN. They worked with four standardized psychological tests (Signal Detection, Stroop Color-Word, Comparing of Names, and Continuous Attention) during exposure to LFN or broadband noise without dominant low frequency content (reference noise) at a level of 50 dB(A). Each subject was studied only once at randomly-assigned exposure conditions.RESULTS: In the Comparing of Names Test, the subjects, regardless of the LFN sensitivity, showed tendency to make more errors during exposure to LFN than in the reference noise, and in the Signal Detection Test, they generally reacted faster (had shorter median detection time). In those noise conditions, however, the high-sensitive to LFN subjects, showed tendency to work less precisely (achieved lower number of correct responses in the Signal Detection Test) compared with the low-sensitive ones, while in the reference noise there was no difference related to noise sensitivity. The subjects categorized as high-sensitive to LFN also showed poorer performance than others during exposure to LFN in the Stroop Color-Word Test (a significant interaction between noise and noise sensitivity in case of reading interference index) and in the Continuous Attention Test (a tendency to more erroneous reactions).CONCLUSIONS: These findings suggest that LFN at moderate levels might adversely affect visual functions, concentration, continuous and selective attention, especially in the high-sensitive to LFN subjects."
"16177883","Potential occupational health problems for dentists in Flanders, Belgium.","The aim of this study was to gather data on occupational health effects among Flemish dentists. A questionnaire on various potential health effects was sent out to randomly selected Flemish dentists. Pilot experimental studies were performed on hearing and sensory function of the fingers on small groups of dentists. Audiometric data of both ears, gathered with an interval of 10 years, were analysed. Sensory tests of the fingers were performed for dominant and non-dominant hands in relation to exposure time to (ultra)sonic equipment. Positive responses for the questionnaire were as follows: low back pain, 54% (stress-correlated); vision problems, 52.3% (age-correlated); infections, 9%; allergies, 22.5% (mainly latex); stress level was scored 7 on a scale from 0 to 10; diminished sensitivity of the fingertips, 6% and auditory disorders, 19.6%. Pilot audiometric data showed a hearing loss at 4,000 Hz for the left ear, presumably indicative of occupational noise trauma. The two-point discrimination ability of the dominant hand tended to diminish in line with the number of years of practice. Dentists in Flanders were found to suffer from various health-related problems. More elaborate studies are required to provide more details on the risks for occupational hearing impairment and vibration hand neuropathy and to determine whether the problems described were related to the practice of dentistry."
"16112827","Distortion-product otoacoustic emission spectra and high-resolution audiometry in noise-induced hearing loss.","Distortion product otoacoustic emissions (DPOAE) elicited by 60dB SPL pure tones at f1 and f2 were collected at 2f1-f2, in 1/10th octave steps, in a sample of 36 ears from 27 patients with noise-induced hearing loss (NIHL). They were analyzed in the frequency domain against the outcome of high-resolution pure-tone audiometry, performed with the help of a Békésy sweep-frequency automatic audiometer. The characteristics of DPOAE level plots as a function of frequency (the so-called DP-grams), relative to the DPOAE levels of a control age-matched group, were compared to their alleged counterparts on the audiograms, i.e., the lower and upper frequency boundaries of the interval with hearing loss. Ears with NIHL split into two subgroups, one (n = 25) with a notch in the DP-gram such that its lower boundary matched the lower limit of the audiometric notch (linear regression with a slope of 0.91, r(2) = 0.644, p &lt; 0.001). Likewise, when it existed, its upper boundary matched its upper counterpart on the audiogram (linear regression with a slope of 0.96, r(2) = 0.89, p &lt; 0.001). In this respect, DP-grams performed better than transient-evoked OAE spectra, which exhibited poor correlations with audiogram patterns. The second subgroup (n = 11) exhibited normal DPOAEs at all frequencies despite audiometric losses similar to those of the first subgroup. In all cases, DPOAE levels were poor predictors of the degree of hearing losses. It is hypothesized that NIHL in the second subgroup involves inner hair cells or auditory neurons, instead of outer hair cells in the first subgroup. Provided NIHL affected outer hair cells, DP-grams provided a comparatively accurate predictor of the spectral extent of hearing loss."
"16111421","Extended high-frequency audiometry in patients with acoustic trauma.","OBJECTIVES: The aim of this study was to examine extended high-frequency (EHF) hearing in patients with acoustic trauma.DESIGN: A prospective, case-control study in a group of soldiers with acoustic trauma caused by shooting practice during basic training.SETTING: Tertiary referral centre.PARTICIPANTS: A total of 39 young soldiers hospitalized for hearing loss and tinnitus following exposure to weapon impulse noise were studied. Conventional audiometry in the frequency range 0.25-8 kHz and EHF audiometry in the frequency range 9-20 kHz were performed, both on admittance and before discharge. Thirty healthy recruits of similar age and sex were used as controls.MAIN OUTCOME MEASURES: Pure-tone threshold changes documented by conventional and EHF audiometry.RESULTS: The most significant differences in pure-tone thresholds on initial testing were found in the frequency range 0.25-11.2 kHz, and especially in the 4-8 kHz region. Reduction in thresholds across most frequencies was observed after treatment, although recovery was partial in most cases.CONCLUSIONS: The EHF audiometry adds no significant additional information to conventional pure-tone audiometry in assessing and monitoring noise-induced hearing loss."
"16026021","Occupational exposure to noise and hypertension in pilots.","The role of occupational exposure to noise as a hypertension risk factor has not been established sufficiently. The aim of the study is to evaluate whether chronic exposure to different levels of noise in two groups of pilots, operating with two types of aircraft, could be a risk for hypertension, what relevance the parameters (intensity, duration and type) of exposure can have and, lastly, whether there are any links between hearing impairment and hypertension. After excluding pilots with confounding factors, a study was made of 77 male pilots of turboprop planes (group A) and 224 male pilots of jet aircraft (group B), matched by age and working life. Blood pressure (supine and standing positions) and heart rate were measured. Electrocardiogram, stress tests on a cycle ergometer, sound-level measurement and audiometric tests were also done. Pilots of group A were exposed to Leq of 93 dBA while pilots of group B were exposed to the Leq of 79 dBA. Significant results in group A compared to group B were found between heart rate, blood pressure, drop in blood pressure, parameters (intensity, duration and type) of exposure to noise and between hearing damage and hypertension. The findings suggest that chronic exposure to noise is a risk factor for blood hypertension in pilots exposed to high noise levels, and that the drop in blood pressure may be a sign of more sensitive effect of noise on blood pressure, according to other studies in literature."
"16021464","Hearing loss among operating engineers in American construction industry.","OBJECTIVE: Occupational noise exposure and noise-induced hearing loss (NIHL) among construction workers has long been recognized as a problem in the United States, yet little is known about the prevalence of NIHL among American construction workers. The purpose of this study was to determine the prevalence and characteristics of hearing loss among operating engineers (OEs) who operate heavy construction machinery.METHOD: As a part of hearing protection intervention, an audiometric test was conducted for both ears at frequencies 0.5 through 8 kHz in the soundproof booth. Prior to the audiometric test, a paper-pencil pre-hearing test questionnaire was administered and an otoscopic examination was completed. Prevalence of hearing loss was determined based on hearing threshold levels (HTLs) in the worst ear with a low fence of 25 dB.RESULT: A total of 623 workers were included in the analysis and they were predominantly middle-aged Caucasian males (mean age = 43 years, Caucasian = 90%, male = 92%). Over 60% of OEs showed hearing loss in the noise-sensitive higher frequencies of 4 and 6 kHz. The rate of hearing loss was particularly higher among workers who reported longer years of working in the construction industry. Workers showed significantly poorer hearing in the left ear, and a typical characteristic of NIHL, a V-notch at 4 or 6 kHz, was not shown in this population. Thirty-eight percent reported ringing/buzzing in the ear and 62% indicated having problems in understanding what people say in loud noise. Average reported use of hearing protection devices (HPDs) was 48% of the time they were required to be used. Significant inverse relationship was found between higher frequency (4-6 kHz) hearing loss and use of HPDs (r =-0.134, p &lt; 0.001). Workers using HPDs more had significantly better hearing than those who did not.CONCLUSION: The study demonstrated a significant NIHL problem and low use of HPDs in OEs. An effective hearing conservation program, including a periodic audiometric testing and hearing protection intervention, for this study population should be in place."
"16011050","Screened and unscreened hearing threshold levels for the adult population: results from the Nord-Trøndelag Hearing Loss Study.","This paper presents normative data of hearing threshold levels of a population screened with various criteria, as compared to unscreened population data. Computer-controlled pure-tone audiometry was administered to the adult population in Nord-Trøndelag County, Norway, during 1995-1997. The 51975 participants also provided questionnaire information about occupational and leisure noise exposure, previous ear infections, and head injury. While screening had little effect on the median hearing threshold levels of young adults, there was a substantial effect when screening men above 40 years of age for a history of noise exposure. Screening for known ear-related disorders and diseases resulted in small effects on the mean hearing threshold levels The median hearing thresholds of both the screened and the unscreened sample exceeded the age and sex specific thresholds specified by the ISO 7029."
"15989167","Ethnic differences in predictors of hearing protection behavior between Black and White workers.","The purpose of the study is to determine whether there are ethnic differences in predictors of hearing protection behavior between Black and White workers. The Predictors of Use of Hearing Protection Model (PUHPM) derived from Pender's Health Promotion Model (Pender, 1987) was used as a conceptual model. A total of 2,119 (297 Blacks, 1,822 Whites) were included in the analysis. Internal consistency of instrument items was assessed using theta reliability estimates. Significant predictors of the use of hearing protective devices (HPDs) for Black and White workers and differences in predictors between the two groups were examined using multiple regression with interaction terms. Ethnic differences in scale or individual item scores were assessed using chi-square and t-test analyses. Different factors influenced hearing protection behavior among Black and White workers. The model was much less predictive of Blacks' hearing protection behavior than Whites' (R2 = .12 vs. .36). Since the PUHPM was not as effective in predicting hearing protection behavior for Blacks as for Whites, future studies are needed to expand the PUHPM through qualitative study and to develop culturally appropriate models to identify factors that better predict hearing protection behavior as a basis for developing effective interventions."
"15937413","Hearing levels of firefighters: risk of occupational noise-induced hearing loss assessed by cross-sectional and longitudinal data.","OBJECTIVE: It is well known that firefighters face serious risk to their health and safety in the performance of their duties. To determine whether individuals who work as firefighters sustain occupational noise-induced hearing losses, we evaluated results of hearing tests completed by firefighters and compared them with age-matched, non-occupationally exposed groups of individuals.DESIGN: The results of annual audiometric testing and a related questionnaire collected as part of a company-wide hearing conservation program were obtained from two large urban fire departments. The records from 12,609 tests conducted over an 11-year period were evaluated. Hearing levels obtained from the tests were compared with age-matched control populations from an American national standard, and a longitudinal study comparing the rate of hearing loss to that expected due to presbycusis alone was conducted.RESULTS: Comparisons of the data to the national standard indicated that firefighters do not exhibit excessive loss of hearing compared with age-matched, non-occupationally exposed control subjects. The longitudinal study that examined the regression of firefighters' hearing with age compared with the expected presbycasic regression function indicated that the hearing of firefighters in the study declined over the 7-year period at a rate that was less than that expected due to age alone.CONCLUSIONS: The results of this large-scale, cross-sectional, and longitudinal study indicate that firefighters are not at risk for occupational noise-induced hearing loss, even though they work nonstandard shifts and are occasionally exposed to high levels of noise. The results are consistent with the findings but not the conclusions of several other studies of firefighters' hearing."
