"PMID","Title","abstract"
"17445260","Potential barriers and facilitators for implementation of an integrated care pathway for hearing-impaired persons: an exploratory survey among patients and professionals.","BACKGROUND: Because of the increasing costs and anticipated shortage of Ear Nose and Throat (ENT) specialists in the care for hearing-impaired persons, an integrated care pathway that includes direct hearing aid provision was developed. While this direct pathway is still under investigation, in a survey we examined expectations and potential barriers and facilitators towards this direct pathway, of patients and professionals involved in the pathway.METHODS: Two study populations were assessed: members of the health professions involved in the care pathway for hearing-impaired persons (general practitioners (GPs), hearing aid dispensers, ENT-specialists and clinical audiologists) and persons with hearing complaints. We developed a comprehensive semi-structured questionnaire for the professionals, regarding expectations, barriers, facilitators and conditions for implementation. We developed two questionnaires for persons with hearing complaints, both regarding evaluations and preferences, and administered them after they had experienced two key elements of the direct pathway: the triage and the hearing aid fitting.RESULTS: On average GPs and hearing aid dispensers had positive expectations towards the direct pathway, while ENT-specialists and clinical audiologists had negative expectations. Professionals stated both barriers and facilitators towards the direct pathway. Most professionals either supported implementation of the direct pathway, provided that a number of conditions were satisfied, or did not support implementation, unless roughly the same conditions were satisfied. Professionals generally agreed on which conditions need to be satisfied. Persons with hearing complaints evaluated the present referral pathway and the new direct pathway equally. Many, especially older, participants stated however that they would still visit the GP and ENT-specialist, even when this would not be necessary for reimbursement of the hearing aid, and found it important that the ENT-specialist or Audiological Centre evaluated their hearing aid.CONCLUSION: This study identified professional concerns about the direct pathway for hearing-impaired persons. Gaps exist in expectations amongst professions. Also gaps exist between users of the pathway, especially between age groups and regions. Professionals are united in the conditions that need to be fulfilled for a successful implementation of the direct pathway. Implementation on a regional level is recommended to best satisfy these conditions."
"18664691","Candidacy for bilateral hearing aids: a retrospective multicenter study.","PURPOSE: The goal of this study was to find factors for refining candidacy criteria for bilateral hearing aid fittings. Clinical files of 1,000 consecutive hearing aid fittings were analyzed.METHOD: Case history, audiometric, and rehabilitation data were collected from clinical files, and an extensive questionnaire on long-term outcome measures was conducted. After at least 2 years of hearing aid use, 505 questionnaires were returned. In order to compare differences in benefits between unilateral and bilateral fittings, two subgroups were composed in which most relevant variables (age, degree of hearing loss, and audiometric asymmetry) were matched for unilateral fittings (n=212) and bilateral fittings (n=477).RESULTS: The bilateral group had significantly higher benefit scores than the unilateral group for detection, speech intelligibility in reverberation, and localization, but poorer scores for comfort of loud sounds. The benefit of bilateral hearing aids was not significantly related to the level of technology of the hearing aids.CONCLUSION: The analysis of the relation between objective parameters and the subjective outcome measures showed that candidacy for a successful bilateral fitting could not be predicted from age, maximum speech intelligibility, employment, exposure to background noise, or social activities."
"18567593","A multicenter trial of an assess-and-fit hearing aid service using open canal fittings and comply ear tips.","Large potential benefits have been suggested for an assess-and-fit approach to hearing health care, particularly using open canal fittings. However, the clinical effectiveness has not previously been evaluated, nor has the efficiency of this approach in a National Health Service setting. These two outcomes were measured in a variety of clinical settings in the United Kingdom. Twelve services in England and Wales participated, and 540 people with hearing problems, not previously referred for assessment, were included. Of these, 68% (n = 369) were suitable and had hearing aids fitted to NAL NL1 during the assess-and-fit visit using either open ear tips, or Comply ear tips. The Glasgow Hearing Aid Benefit Profile was used to compare patients fitted with open ear tips with a group of patients from the English Modernization of Hearing Aid Services evaluation, who used custom earmolds. This showed a significant improvement in outcome for those with open ear tips after allowing for age and hearing loss in the analysis. In particular, the benefits of using bilateral open ear tips were significantly larger than bilateral custom earmolds. This assess-and-fit model showed a mean service efficiency gain of about 5% to 10%. The actual gain will depend on current practice, in particular on the separate appointments used, the numbers of patients failing to attend appointments, and the numbers not accepting a hearing aid solution for their problem. There are potentially further efficiency and quality gains to be made if patients are appropriately triaged before referral."
"18540375","[Analyses of factors contributing to hearing aids use and both subjective and objective estimates of hearing].","The use of hearing aids, regardless actual implementation, may be interpreted as a cry for help in hearing difficulty. We assessed factors contributing to hearing aid possession and predicted needs of hearing assistance from the distribution of hearing level in self-estimated (subjective) hearing loss and hearing loss pointed out by others (objective) in a population-based aging cohort. Of 1192 men and 1163 women aged 40 to 84 years, the prevalence of hearing loss using the criteria of a mean hearing threshold&gt;25dB at frequencies of 0.5, 1, 2, and 4 kHz in the better ear was 23.6%. Hearing aids were possessed by 11.0% in the hearing loss group. Statistical analysis by gender was done to identify factors associated with hearing aid possession using stepwise multiple regression in which independent variables were age, hearing in the better and worse ear, and items from response to a questionnaire on self-estimated hearing loss, hearing loss pointed out by others, job, household income, financial satisfaction, education, housemate, how often others were talked to and how often those surveyed went out. Age, better-ear hearing, worse-ear hearing, and education statistically influenced hearing aid possession in men, and age, better-ear hearing, and hearing loss pointed out by others statistically influenced women. Age had a negative effect on hearing aid possession in both men and women, indicating that possession decreased with aging. Scattergrams were plotted with worse-ear hearing on the y axis and better-ear hearing on the x axis for 4 groups of respondents divided into groups with self-estimated hearing loss or hearing loss pointed out by others: (1) no subjective and objective hearing loss, (2) subjective but no objective hearing loss, (3) objective but no subjective hearing loss, and (4) both subjective and objective hearing loss. Many respondents had either subjective or objective or both subjective and objective hearing loss, even within 20 dB of hearing level of both ears in their 40s. These facts implied that early-stage candidates for hearing aids may not require threshold reduction, although aided thresholds were commonly used indicators in fitting."
"18503844","Measurement of hearing aid outcome in the elderly: comparison between young and old elderly.","OBJECTIVE: To evaluate speech performance and subjective outcomes for older individuals who have hearing impairment and use digital hearing aids. The outcomes between young and old elderly users were compared.STUDY DESIGN: Prospective.SUBJECTS AND METHODS: Fifty-nine patients with hearing loss fitted with digital hearing aids were included. They were divided into two groups. Group A consisted of 32 subjects aged 65 to 80 years, whereas group B had 27 subjects older than 80 years. Speech performance and subjective outcomes were measured 4 months after fitting of hearing aids. Hearing Handicap Inventory for the Elderly-Screening Version (HHIE-S), Client Oriented Scale of Improvement (COSI), satisfaction, and usage questionnaires were used as subjective assessments.RESULTS: Improvements in speech performance were not significantly different between these two groups. There were no statistical differences in terms of HHIE-S score reduction, satisfaction rate, daily usage time, and COSI scores between both groups.CONCLUSION: Age by itself is not a limiting factor for older patients with hearing impairment to benefit from digital hearing aids."
"18415113","A survey of satisfaction and use among patients fitted with a BAHA.","We compared the indices of satisfaction and use among patients wearing an osseo-integrated prosthesis BAHA (bone anchored hearing aid) according to the indications: conductive or mixed hearing loss (CHL) and patients with single side deafness (SSD). The study was carried out among patients wearing a BAHA fitted in one of three French departments between November 2001 and November 2005. Each patient received a postal questionnaire relating to the ease of use and the daily utilization period of the prosthesis, as well as a satisfaction rating (from 1 to 10) evaluating improvement in quality of life, overall satisfaction, improvement in sound localization and satisfaction from the aesthetic point of view. In total, 170 out of 231 patients responded to the questionnaire (response rate of 73.5%). The average age at the time of fitting of the BAHA was 56 years (18-79 years). The SSD group was composed of 118 patients (69.4%): 92 following surgery for vestibular schwannoma, 2 following surgery for meningioma and 24 with &quot;other&quot; causes (e.g. idiopathic sudden deafness, sensori neural hearing loss complicating surgery of the middle ear). The CHL group was composed of 52 patients (30.5%): 44 patients with a chronic otitis and 8 with a malformation of the middle ear. The average duration of use of the prosthesis was 22 months (3-72 months). The average utilization period was higher than 8 h per day in 48.5% of cases. There was a significant difference between the two groups concerning the quality of life (p &lt; 0.0001), general satisfaction (p &lt; 0.0001) and sound localization (p &lt; 0.01). There was no significant difference concerning aesthetics. Among the patients of the CHL group, the levels of satisfaction and quality of life are comparable with recent data in the literature with scores of good or very good. The BAHA thus remains one of the methods of choice for hearing rehabilitation in this group of patients. Among the patients of the SSD group, the levels of satisfaction and quality of life are significantly poorer than in the CHL group, but remain generally good with the exception of sound localization. The treatment of SSD patients with a BAHA is interesting. A study comparing the BAHA with the WIFI CROS system is justified in order to ascertain the respective advantages of these two treatment options."
"19594085","Evaluation of the International Outcome Inventory for Hearing Aids in a veteran sample.","BACKGROUND: The International Outcome Inventory for Hearing Aids (IOI-HA) was developed as a global hearing aid outcome measure targeting seven outcome domains. The published norms were based on a private-pay sample who were fitted with analog hearing aids.PURPOSE: The purpose of this study was to evaluate the psychometric properties of the IOI-HA and to establish normative data in a veteran sample.RESEARCH DESIGN: Survey.STUDY SAMPLE: The participants were 131 male veterans (mean age of 74.3 years, SD = 7.4) who were issued hearing aids with digital signal processing (DSP).INTERVENTION: Hearing aids with DSP that were fitted bilaterally between 2005 and 2007.DATA COLLECTION AND ANALYSIS: Veterans were mailed two copies of the IOI-HA. The participants were instructed to complete the first copy of the questionnaire immediately and the second copy in two weeks. The completed questionnaires were mailed to the laboratory. The psychometric properties of the questionnaire were evaluated. As suggested by Cox and colleagues, the participants were divided into two categories based on their unaided subjective hearing difficulty. The two categories were (1) those with less hearing difficulty (none-to-moderate category) and (2) those who report more hearing difficulty (moderately severe+ category). The norms from the current veteran sample then were compared to the original, published sample. For each hearing difficulty category, the critical difference values were calculated for each item and for the total score.RESULTS: A factor analysis showed that the IOI-HA in the veteran sample had the identical subscale structure as reported in the original sample. For the total scale, the internal consistency was good (Chronbach's alpha = 0.83), and the test-retest reliability was high (lambda = 0.94). Group and individual norms were developed for both hearing difficulty categories in the veteran sample. For each IOI-HA item, the critical difference scores were &lt; 1.0. This finding suggests that for any item on the IOI-HA, there is a 95 percent chance that an observed change of one response unit between two test sessions reflects a true change in outcome for a given domain.CONCLUSIONS: The results of this study confirmed that the psychometric properties of the IOI-HA questionnaire are strong and are essentially the same for the veteran sample and the original private-pay sample. The veteran norms, however, produced higher outcomes than those established originally, possibly because of differences in the population samples and/or hearing aid technology. Clinical and research applications of the current findings are presented. Based on the results from the current study, the norms established here should replace the original norms for use in veterans with current hearing aid technology."
"19380509","Do experienced hearing aid users know how to use their hearing AIDS correctly?","PURPOSE: To assess experienced hearing aid users' ability to use their hearing aids correctly.METHOD: In this study, we developed the Practical Hearing Aid Skills Test (PHAST) to objectively test a hearing aid user's ability to manipulate his or her hearing aids. The PHAST requires hearing aid users to perform 8 hearing aid care and use tasks that are basic skills typically taught to new hearing aid users at the time of their hearing aid fitting. The PHAST was administered to a group of 50 experienced hearing aid users. In addition, participants were administered questionnaires about hearing aid satisfaction (i.e., Satisfaction With Amplification in Daily Life; R. M. Cox &amp; G. C. Alexander, 1999), benefit (i.e., Abbreviated Profile of Hearing Aid Benefit; R. M. Cox &amp; G. C. Alexander, 1995), and use.RESULTS: Participants' performance on the PHAST ranged from 48% to 100%, and the scores were normally distributed around the mean (78.56%). No significant relationship was observed between the PHAST and any of the other tests administered in this study. The only variable significantly associated with participants' performance on the PHAST was age.CONCLUSIONS: Results from this study suggest that experienced hearing aid users range from having an excellent understanding of how to use their hearing aids to a poor understanding. The variability in performance among experienced hearing aid users highlights the importance of directly assessing a client's ability to use his or her hearing aids."
"19363721","Pilot study: Efficacy of recalling adult hearing-aid users for reassessment after three years within a publicly-funded audiology service.","Routine recall for reassessment of adult hearing-aid users has been recommended by national audiology standards in the United Kingdom. The objective of this study was to determine whether recalling patients after three years was appropriate within a publicly-funded health service model, by investigating changes in hearing thresholds, and problems presented by adult hearing-aid users at reassessment appointments. Patients who had not had contact (except for the repair service) with the department for three years or more were invited to participate in the pilot reassessment programme, and 62% attended (total of 95 subjects). The reassessment appointment was found to be clearly appropriate for 58% of subjects seen, using our defined criteria. 100% of subjects were also found to need minor interventions. It is suggested that recall for reassessment after three years was generally appropriate for this patient group whose needs were not adequately met by self-referral and repair services. Some evidence was also found that subjects who have not accessed open repair clinics might be suitable for targeting for reassessment appointments."
"19363719","Survey on hearing aid use and satisfaction in Switzerland and their determinants.","The purpose of this study was to investigate the efficiency of the Swiss hearing aid dispensing system, and to determine factors contributing to successful hearing aid provision. A national cross sectional survey was performed using a postal questionnaire with 8707 adult hearing aid owners (response rate 62%). To correct results for a potential non-response bias, 193 randomly selected non-respondents were contacted by telephone. Data on hearing loss and type of hearing aid were provided by the hearing aid dispensing practice. Logistic regression analyses were performed to identify determinants of non-regular use and dissatisfaction. Eighty-five percent used their device(s) regularly, 12% only occasionally and 3% never. Eighty percent were satisfied with their aids. Non-regular use of hearing aids was significantly associated with age, gender, regional language, total duration of use, type of amplification, hearing aid category, hearing loss, and dissatisfaction with and difficulties in managing the aid. Dissatisfaction was associated with regional language, total duration of use, difficulties in managing the aid, and non-regular use. It was concluded that rates of regular hearing aid use and satisfaction are high in Switzerland."
"19358456","Using trainable hearing aids to examine real-world preferred gain.","BACKGROUND: While there have been many studies of real-world preferred hearing aid gain, few data are available from participants using hearing aids with today's special features activated. Moreover, only limited data have been collected regarding preferred gain for individuals using trainable hearing aids.PURPOSE: To determine whether real-world preferred hearing aid gain with trainable modern hearing aids is in agreement with previous work in this area, and to determine whether the starting programmed gain setting influences preferred gain outcome.RESEARCH DESIGN: An experimental crossover study. Participants were randomly assigned to one of two treatment groups. Following initial treatment, each subject crossed to the opposite group and experienced that treatment.STUDY SAMPLE: Twenty-two adults with downward sloping sensorineural hearing loss served as participants (mean age 64.5; 16 males, 6 females). All were experienced users of bilateral amplification.INTERVENTION: Using a crossover design, participants were fitted to two different prescriptive gain conditions: VC (volume control) start-up 6 dB above NAL-NL1 (National Acoustic Laboratories-Non-linear 1) target or VC start-up 6 dB below NAL-NL1 target. The hearing aids were used in a 10 to 14 day field trial for each condition, and using the VC, the participants could &quot;train&quot; the overall hearing aid gain to their preferred level. During the field trial, daily hearing aid use was logged, as well as the listening situations experienced by the listeners based on the hearing instrument's acoustic scene analysis. The participants completed a questionnaire at the start and end of each field trial in which they rated loudness perceptions and their satisfaction with aided loudness levels.RESULTS: Because several participants potentially experienced floor or ceiling effects for the range of trainable gain, the majority of the statistical analysis was conducted using 12 of the 22 participants. For both VC-start conditions, the trained preferred gain differed significantly from the NAL-NL1 prescriptive targets. More importantly, the initial start-up gain significantly influenced the trained gain; the mean preferred gain for the +6 dB start condition was approximately 9 dB higher than the preferred gain for the -6 dB start condition, and this difference was statistically significant (p &lt; .001). Partial eta squared (n2) = 0.919, which is a large effect size. Deviation from the NAL-NL1 target was not significantly influenced by the time spent in different listening environments, amount of hearing aid use during the trial period, or amount of hearing loss. Questionnaire data showed more appropriate ratings for loudness and higher satisfaction with loudness for the 6 dB below target VC-start condition.CONCLUSIONS: When trainable hearing aids are used, the initial programmed gain of hearing instruments can influence preferred gain in the real world."
"19307291","Hearing aid outcomes for listeners with high-frequency hearing loss.","PURPOSE: To determine whether listeners with primarily high-frequency sensorineural hearing loss (HF SNHL) perceived benefit from amplification provided by completely-in-the-canal (CIC) hearing aids.METHOD: The Hearing Handicap for the Elderly-Screening version, the Abbreviated Profile of Hearing Aid Benefit, and the Satisfaction With Amplification in Daily Life questionnaires were mailed to 2 groups of listeners (n = 79) who matched preset criteria, including threshold at 2000 Hz and use of CIC amplification. Sixty-seven percent (n = 53) of the questionnaires were returned and were divided into 2 groups. Group I (n = 26) consisted of listeners with normal hearing through 2000 Hz, and Group II (n = 27) consisted of listeners with normal hearing only through 1000 Hz.RESULTS: Results revealed that both groups perceived significant hearing handicap, hearing aid benefit, and hearing aid satisfaction. Differences between the 2 groups on the 3 measures, however, were not statistically significant.CONCLUSIONS: Listeners with HF SNHL perceived benefit and satisfaction from amplification with CIC hearing aids. Individuals with SNHL limited to the high frequencies should be considered candidates for amplification."
"21109549","Factors influencing help seeking, hearing aid uptake, hearing aid use and satisfaction with hearing aids: a review of the literature.","OBJECTIVES: This descriptive summary of the literature provides an overview of the available studies (published between January 1980 and January 2009) on correlates of help-seeking behavior for hearing loss, hearing-aid uptake, hearing-aid use, and satisfaction with the device.METHODS: Publications were identified by structured searches in Pubmed and Cinahl and by inspecting the reference lists of relevant articles. The articles covered different stages that a person with hearing impairment may go through: prior to hearing aid fitting, the period covering the fitting and the period post hearing aid fitting. Inclusion of articles occurred according to strict inclusion and exclusion criteria. Data were extracted by two independent researchers. Thirty-nine papers were included that identified 31 factors examined in relation to the four outcome measures. These covered personal factors (e.g., source of motivation, expectation, attitude), demographic factors (e.g., age, gender) and external factors (e.g., cost, counseling). Only two studies covered the actual fitting process. There was only one factor positively affecting all four outcome variables. This was self-reported hearing disability. The vast majority of studies showed no relationship of age and gender with any of the outcome domains.DISCUSSION AND CONCLUSION: Whereas research of the last 28 years yielded valuable information regarding relevant and irrelevant factors in hearing aid health care, there are still many relevant issues that have never been investigated in controlled studies. These are discussed."
"21034698","Hearing aid fitting outcome: clinical application and psychometric properties of a Swedish translation of the international outcome inventory for hearing aids (IOI-HA).","BACKGROUND: The International Outcome Inventory for Hearing Aids (IOI-HA) is a seven-item hearing-specific questionnaire. It was developed with the purpose of evaluating the efficacy of hearing aid rehabilitation. Few psychometric properties have been presented for a Swedish translation of the IOI-HA. Furthermore, previous studies have examined the IOI-HA in mainly sensorineural hearing losses, and we do not know how the type of hearing loss affects the outcome.PURPOSE: To evaluate the hearing aid fitting outcome measured in a clinical setting using a Swedish translation of the International Outcome Inventory for Hearing Aids (IOI-HA), to determine the psychometric properties of the translation, and to examine how a number of demographic variables such as type of hearing loss affect the outcome.RESEARCH DESIGN: A descriptive and correlational study in a retrospective sample.STUDY SAMPLE: Two hundred and twenty-four (107 females and 117 males; ages 27-94 yr with an average of 66.1 yr) first-time hearing aid users.INTERVENTION: Mostly digital hearing aids (97.8%) were fitted monaurally (60%) or binaurally (40%) between 2007 and 2009.DATA COLLECTION AND ANALYSIS: The subjects were mailed the IOI-HA questionnaire six months after their final appointment, and the completed questionnaire was returned by mail to the clinic. The psychometric properties were evaluated and compared to previous studies using the IOI-HA. The associations between the outcome scores and a number of demographic variables (age, gender, degree of hearing loss, type of hearing loss, number of hearing aids, and type of hearing aids) were examined. Based on the pure tone audiograms, the subjects were divided into three groups; those with conductive hearing losses, sensorineural hearing losses, and mixed hearing losses. For these groups, the differences in outcome measured as IOI-HA were examined.RESULTS: The psychometric properties of the present translation of the IOI-HA showed resemblance in many aspects to previous reports. Furthermore, the type of hearing loss seems to affect the IOI-HA outcome. Hearing loss increases with increasing age, and hearing aid use increases with increasing degree of hearing loss. Subjects with sensorineural hearing losses show significantly poorer scores on items concerning introspective aspects of the outcome in comparison to subjects with mixed hearing losses and subjects with conductive hearing losses. Monaurally fitted subjects tend to report lower scores on average, but monaural or binaural hearing aid fitting do not significantly affect the subjective outcome.CONCLUSIONS: The psychometric properties of the present Swedish translation of the IOI-HA show resemblance in many aspects to previous reports, but the differences observed could be due to differences in the study populations. Overall, the demographic variables examined could not be used as predictors for the hearing aid fitting outcome, and more reliable predictors need to be identified."
"20380609","Survey on hearing aid outcome in Switzerland: associations with type of fitting (bilateral/unilateral), level of hearing aid signal processing, and hearing loss.","The present investigation further analysed results of a previously reported survey with a large sample of hearing aid owners (Bertoli et al, 2009) to determine the individual and technological factors related to hearing aid outcome. In particular the associations of hearing loss, level of signal processing, and fitting type (bilateral versus unilateral fitting) with hearing aid use, satisfaction with and management of the aid were evaluated. A sub-group with symmetrical hearing loss was analysed (n = 6027). Regular use was more frequent in bilateral users and in owners of devices with more complex signal processing, but the strongest determinant of regular use was severity of hearing loss. Satisfaction was higher in the group wearing simple devices, while fitting type and degree of hearing loss had no influence on satisfaction rates. Moderate and severe hearing loss was associated more frequently with poor management of the aid than mild hearing loss. It was concluded that bilateral amplification and advanced signal processing features may contribute to successful hearing aid fitting, but the resulting differences must be considered to be relatively small."
"22030962","Cultural adaptation of the SADL (satisfaction with amplification in daily life) questionaire for Brazilian Portuguese.","There are some motivational processes associated with the use of an Individual Sound Amplification Device (ISAD): acceptance, benefit and satisfaction.</AbstractText>: There are some motivational processes associated with the use of an Individual Sound Amplification Device (ISAD): acceptance, benefit and satisfaction.OBJECTIVE: To make a cultural adaptation of the SADL (Satisfaction with Amplification in Daily Life) questionnaire to use with the brazilian population; to assess its reproducibility and to describe its results in patients fit with an ISAD.MATERIALS AND METHODS: Clinical study. Translation and cultural adaptation of the questionnaire; translation from English into Portuguese and linguistic adaptation; review of the grammatical and idiomatic equivalence; evaluation of the inter and intra-researcher assessment. There were 30 ISAD users older than 18 years of age participating in the study (mean: 66.36 years); 19 men (63%); 11 women (37%).RESULTS: The participants reported greater satisfaction (mean) for questions: 1 (6.35); 3 (6.85); 5 (6.10); 6 (6.80); 8 (6.33); 9 (6.80); 11 (6.16); 12 (6.93) and 15 (6.52). Less satisfaction: question 4 (3.16); 7 (3.41) and 13 (2.83). The comparison of each question with the first and second application of the questionnaire did not present statistically significant results, thus yielding good reproducibility. There was a greater satisfaction for subscales: Positive Effect (6.50) and Services and Costs (6.26) and less satisfaction for Negative Factors (4.73).CONCLUSION: It was possible to adapt the questionnaire for the brazilian population."
"22026556","Daily life consequences of hearing loss in the elderly.","PURPOSE: To assess the daily life consequences of hearing loss in older adults and to explore the influences of hearing loss, subjective assessment of health and general life satisfaction, gender, age and marital status.METHOD: Eighty-four participants, each older than 65 years, were consecutively recruited from a hospital waiting list for outpatient hearing aid fitting. All participants were assessed by pure-tone audiometry. Daily life consequences of hearing loss were measured using the Hearing Disability and Handicap Scale, which assesses perceived activity limitation and participation restriction. Another questionnaire was used to measure self-assessed health and life satisfaction.RESULTS: Adjusted linear regression analysis showed that activity limitation was significantly associated with increased hearing loss (p<U+200A>=<U+200A>0.028) and decreased health (p<U+200A>=<U+200A>0.009), and participation restriction with lower estimated life satisfaction (p<U+200A>=<U+200A>0.001). Gender, age and marital status were not determinant factors for perceived activity limitation or participation restriction.CONCLUSIONS: Daily life consequences of hearing loss, health conditions and general life satisfaction are closely related. These findings indicate that health factors and psychosocial aspects should be emphasised as a natural part of audiological rehabilitation."
"21942678","Hearing help-seeking and rehabilitation: perspectives of adults with hearing impairment.","OBJECTIVE: This study investigated the perspectives of adults with hearing impairment on hearing help-seeking and rehabilitation.DESIGN: Individual semi-structured interviews were completed.STUDY SAMPLE: In total, 34 adults with hearing impairment in four countries (Australia, Denmark, UK, and USA) participated. Participants had a range of experience with hearing help-seeking and rehabilitation, from never having sought help to being satisfied hearing-aid users.RESULTS: Qualitative content analysis identified four main categories ('perceiving my hearing impairment', 'seeking hearing help', 'using my hearing aids', and 'perspectives and knowledge') and, at the next level, 25 categories. This article reports on the densest categories: they are described, exemplified with interview quotes, and discussed.CONCLUSIONS: People largely described hearing help-seeking and rehabilitation in the context of their daily lives. Adults with hearing impairment rarely described clinical encounters towards hearing help-seeking and rehabilitation as a connected process. They portrayed interactions with clinicians as isolated events rather than chronologically-ordered steps relating to a common goal. Clinical implications of the findings are discussed."
"21795978","Gender and hearing aids: patterns of use and determinants of nonregular use.","OBJECTIVE: Research addressing gender and hearing has focused mainly on differences in the auditory systems of men and women, communication, and psychological issues. Differences between men and women in the use of hearing aids are less clear. To date, no study has examined the effects of gender on hearing aid use as a primary aim. However, use patterns and underlying reasons for not using hearing aids may differ between men and women, or there might be a gender difference in the impact of some determinants on hearing aid use. A consideration of such factors could increase hearing aid use. Therefore, the aim of the present investigation was to provide information about gender-related influences on hearing aid use by examining differences in usage patterns and determinants of nonregular use.DESIGN: This study used cross-sectional survey data from 4979 adult male and 3410 adult female hearing aid owners in Switzerland in 2005. The survey data, including self-reported hearing aid use, were matched to the hearing loss data and the hearing aid technical information. Descriptive analyses were performed for the use patterns, age at first fitting, and audiogram slope. The determinants of nonregular use were examined using logistic regression models that were stratified by gender.RESULTS: Compared with men, women reported a higher prevalence of daily and regular use and a longer daily duration of use of hearing aids. Men more commonly indicated a limited benefit as a reason for nonregular use. The multivariate analyses showed that nonregular use was significantly less likely in women. The audiogram slope strongly contributed to this difference. Stratified analyses showed that for both men and women, poor handling and low satisfaction were associated with a higher likelihood for nonregular hearing aid use. Associations were discrepant for asymmetric hearing loss, which was a risk factor in women but a protective factor in men. Higher risks of nonregular use were found in men with steeper audiogram slopes and longer durations of ownership of their current aids, in women fitted with their first aid in the previous 2 to 5 yr, and in women older than 65 yr.CONCLUSIONS: Overall, the present study provides evidence of gender-specific factors that influence hearing aid use patterns in men and women and of groups at higher risk for nonregular hearing aid use. Men with steeper audiogram slopes and the other subgroups of men and women with an increased risk for nonregular use should given particular attention when fitting their aids. As common risk factors for nonregular use, poor handling and low satisfaction should be addressed during the fitting process for all users. Further research is needed to clarify the differential influence of asymmetric hearing loss on hearing aid use in men and women. This information could improve hearing aid use and should be incorporated into daily clinical practice."
"21756843","Rehabilitative online education versus internet discussion group for hearing aid users: a randomized controlled trial.","BACKGROUND: By using the Internet in the audiological rehabilitation process, it might be possible in a cost-effective way to include additional rehabilitation components by informing and guiding hearing aid users about such topics as communication strategies, hearing tactics, and how to handle hearing aids.PURPOSE: To evaluate the effectiveness of an online education program for adult experienced hearing aid users including professional guidance by an audiologist and compare it with the effects of participation in an online discussion forum without any professional contact.RESEARCH DESIGN: A randomized controlled study with two groups of participants. Repeated measures at prestudy, immediate follow-up, and a 6 mo follow-up.STUDY SAMPLE: Fifty-nine experienced hearing aid users participated in the study, ranging in age from 24 to 84 yr (mean 63.5 yr).INTERVENTION: The intervention group (N = 29) underwent a five-week rehabilitative online education in which activities for each week included information, tasks, and assignments, and contact with a professional audiologist was included. The participants in the control group (N = 30) were referred to an online discussion forum without any audiologist contact.DATA COLLECTION AND ANALYSIS: A set of questionnaires administered online were used as outcome measures: (1) Hearing Handicap Inventory for the Elderly, (2) International Outcome Inventory for Hearing Aids, (3) Satisfaction with Amplification in Daily Life, and (4) Hospital Anxiety and Depression Scale.RESULTS: Significant improvements measured by the Hearing Handicap Inventory for the Elderly were found in both groups of participants, and the effects were maintained at the 6 mo follow-up. The results on the Hospital Anxiety and Depression Scale showed that the participants in the intervention group showed reduced symptoms of depression immediately/6 mo after the intervention. At the 6 mo follow-up participants in the control group reported fewer symptoms of anxiety than they did before the intervention started.CONCLUSIONS: This study provides preliminary evidence that the Internet can be used to deliver education to experienced hearing aid users who report residual hearing problems such that their problems are reduced by the intervention. The study also suggests that online discussion forums could be used in rehabilitation. A combination of online professional supervised education and online informal discussions could be a promising rehabilitation tool."
"21595614","[Hearing aid use and patient satisfaction].","OBJECTIVES: In this study, we assessed the hearing aid usage ratios and durations, patient satisfaction and the probable causes of disuse if they are not used.PATIENTS AND METHODS: A questionnaire with 16 questions was applied to the patients who were prescribed hearing aids in our clinic between January 2007 and December 2009. A total of 517 patients were called by phone. Hundred and seventy-nine of the patients (75 females, 104 males; mean age 60±23 years; range 17 to 94 years) participated in the trial. Hearing aid usage ratios and patients' satisfaction were determined and the factors influencing usage were statistically investigated.RESULTS: Hundred and forty-two of the patients used their hearing aids regularly and 37 of the patients either used their aids rarely or never used them. The most common cause reported for disuse was the frequent noise coming from the hearing aid.CONCLUSION: Failure to explain the usage of the hearing aids to the patients and age over 70 years have a statistically significant negative effect on the duration of hearing aid use and patient satisfaction."
"21537624","Unilateral hearing loss: benefits and satisfaction from the use of hearing aids.","A unilateral hearing loss is characterized by reduced hearing in one ear. The problems caused by sensory deprivation can be minimized with the use of hearing aids (HA).</AbstractText>: A unilateral hearing loss is characterized by reduced hearing in one ear. The problems caused by sensory deprivation can be minimized with the use of hearing aids (HA).AIM: To analyze the correlation between the prescribed grain and the insertion gain difference and with the results obtained regarding the benefit and satisfaction with the use of hearing aids in unilateral hearing impaired patients.MATERIALS AND METHODS: Prospective study with 15 subjects, mean age of 41.6 years, of both genders, users of hearing aids effectively. We used the International Questionnaire Results for hearing aids (International Outcome Inventory for Hearing Aids - IOI-HA), measured with a probe microphone.RESULTS: The mean values in the analyses of the IOI-HA per item were positive and higher than four points. In relation to the objective measures, the frequencies in which we obtained the gain values which were closer to the target were: 1K Hz, 2K Hz and 500 Hz, respectively.CONCLUSION: The satisfaction of individuals using hearing aid unilaterally is not completely correlated to the prescribed gain, because even if the target is not being reached in some frequencies, the individuals were pleased as to the use of their hearing aids."
